GEOID_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20,AREALAND_PART
71425,22025,Catahoula Parish,60909250
46619,18141,St. Joseph County,60908541
77457,48321,Matagorda County,60903274
52253,19031,Cedar County,60897141
40245,21111,Jefferson County,60890847
21636,24011,Caroline County,60887921
02919,44007,Providence County,60887350
37086,47149,Rutherford County,60883882
39272,28049,Hinds County,60867263
30607,13157,Jackson County,60862355
72585,05065,Izard County,60852184
82052,56001,Albany County,60846714
10916,36071,Orange County,60825105
12563,36079,Putnam County,60821846
45383,39109,Miami County,60817019
72458,05075,Lawrence County,60813815
32830,12095,Orange County,60803815
53569,55043,Grant County,60803243
40815,21095,Harlan County,60780167
20135,51043,Clarke County,60768383
13363,36065,Oneida County,60761805
12430,36039,Greene County,60742990
72128,05053,Grant County,60742823
97302,41047,Marion County,60736235
42716,21123,Larue County,60735636
48367,26125,Oakland County,60729994
54234,55029,Door County,60723346
16131,42039,Crawford County,60720318
47122,18043,Floyd County,60718264
05839,50019,Orleans County,60705204
47616,18051,Gibson County,60699573
06333,09011,New London County,60683050
37308,47065,Hamilton County,60673303
49525,26081,Kent County,60668592
72928,05047,Franklin County,60636288
98366,53035,Kitsap County,60633483
22734,51061,Fauquier County,60629493
40176,21027,Breckinridge County,60625326
26269,54093,Tucker County,60623191
99675,02290,Yukon-Koyukuk Census Area,60616201
43535,39069,Henry County,60615024
45326,39109,Miami County,60603608
02649,25001,Barnstable County,60602698
05776,50003,Bennington County,60599661
14221,36029,Erie County,60580084
28605,37189,Watauga County,60574980
62475,17079,Jasper County,60543558
50482,19033,Cerro Gordo County,60541161
43046,39045,Fairfield County,60539633
40468,21021,Boyle County,60513213
80525,08069,Larimer County,60499924
47837,18121,Parke County,60496923
99206,53063,Spokane County,60487676
06447,09003,Hartford County,60479197
26271,54093,Tucker County,60475294
18425,42103,Pike County,60462272
21657,24035,Queen Anne's County,60459513
47468,18105,Monroe County,60457818
04257,23017,Oxford County,60451740
16415,42049,Erie County,60446141
29055,45023,Chester County,60445335
46723,18183,Whitley County,60439429
06611,09001,Fairfield County,60437541
43533,39051,Fulton County,60425109
46743,18003,Allen County,60412300
62917,17165,Saline County,60412076
28702,37075,Graham County,60402187
73071,40027,Cleveland County,60395922
65618,29153,Ozark County,60394045
22801,51165,Rockingham County,60390139
53081,55117,Sheboygan County,60385121
74423,40101,Muskogee County,60377551
26059,54069,Ohio County,60377117
15009,42007,Beaver County,60366348
04863,23013,Knox County,60359505
94945,06041,Marin County,60356984
95658,06061,Placer County,60356820
08068,34005,Burlington County,60350016
68360,31159,Seward County,60336251
56565,27167,Wilkin County,60331311
21756,24043,Washington County,60317617
44644,39019,Carroll County,60309386
29105,45003,Aiken County,60300756
56117,27105,Nobles County,60294064
62438,17173,Shelby County,60275402
14560,36069,Ontario County,60265022
49971,26131,Ontonagon County,60235774
67355,20019,Chautauqua County,60235253
97022,41005,Clackamas County,60233855
63829,29069,Dunklin County,60225953
72338,47167,Tipton County,60221041
39363,28023,Clarke County,60217901
25537,54011,Cabell County,60214991
62872,17081,Jefferson County,60210508
14174,36063,Niagara County,60188737
27973,37053,Currituck County,60176157
92373,06071,San Bernardino County,60163856
60060,17097,Lake County,60152520
03860,33003,Carroll County,60150988
62983,17055,Franklin County,60148082
24272,51051,Dickenson County,60127713
83237,16041,Franklin County,60123214
77581,48039,Brazoria County,60122834
66018,20091,Johnson County,60115342
28646,37011,Avery County,60112766
02748,25005,Bristol County,60111971
18854,42015,Bradford County,60110219
93205,06029,Kern County,60106349
53012,55089,Ozaukee County,60088681
15332,42125,Washington County,60081070
15019,42125,Washington County,60078774
61019,17177,Stephenson County,60066897
78681,48491,Williamson County,60059431
66111,20209,Wyandotte County,60040522
06480,09007,Middlesex County,60040222
77436,48481,Wharton County,60034324
62561,17167,Sangamon County,60024761
16150,42085,Mercer County,60020292
62061,17119,Madison County,60014505
48417,26145,Saginaw County,60009206
13054,36065,Oneida County,60005230
28538,37079,Greene County,60004258
30470,13209,Montgomery County,59967755
15362,42059,Greene County,59962423
28678,37097,Iredell County,59939965
06239,09015,Windham County,59920712
13132,36075,Oswego County,59915496
18972,42017,Bucks County,59889927
94074,06081,San Mateo County,59889346
47955,18107,Montgomery County,59886956
43207,39049,Franklin County,59885942
12780,36071,Orange County,59859603
31005,13153,Houston County,59845478
53037,55131,Washington County,59839865
34202,12081,Manatee County,59829354
77032,48201,Harris County,59820859
84333,49005,Cache County,59804652
67001,20173,Sedgwick County,59802633
06032,09003,Hartford County,59796370
01035,25015,Hampshire County,59786660
65720,29043,Christian County,59786250
32187,12107,Putnam County,59764165
06255,09015,Windham County,59754374
19946,10001,Kent County,59753720
21541,24023,Garrett County,59739789
62556,17021,Christian County,59737800
01373,25011,Franklin County,59737137
84306,49003,Box Elder County,59721391
34737,12069,Lake County,59719399
12594,36027,Dutchess County,59717228
08889,34019,Hunterdon County,59716528
32725,12127,Volusia County,59703114
08753,34029,Ocean County,59696822
44657,39019,Carroll County,59665738
98236,53029,Island County,59663811
38374,47039,Decatur County,59661897
95977,06115,Yuba County,59661447
02896,44007,Providence County,59637743
49262,26059,Hillsdale County,59634943
44086,39055,Geauga County,59632565
49512,26081,Kent County,59610342
48039,26147,St. Clair County,59592062
07866,34027,Morris County,59587821
43771,39119,Muskingum County,59578228
59867,30061,Mineral County,59572763
46150,18139,Rush County,59562434
13901,36007,Broome County,59560023
16803,42027,Centre County,59536899
25644,54045,Logan County,59528262
82714,56011,Crook County,59520287
05456,50001,Addison County,59506968
24243,51105,Lee County,59504662
14048,36013,Chautauqua County,59494906
29334,45083,Spartanburg County,59489992
47968,18107,Montgomery County,59468861
87582,35039,Rio Arriba County,59461697
40763,21235,Whitley County,59454903
60046,17097,Lake County,59453114
51029,19035,Cherokee County,59447700
18104,42077,Lehigh County,59444634
58058,38077,Richland County,59440155
83712,16001,Ada County,59439270
13476,36065,Oneida County,59434249
49220,26091,Lenawee County,59427177
62474,17023,Clark County,59416777
06277,09015,Windham County,59407205
44139,39035,Cuyahoga County,59400340
47849,18153,Sullivan County,59391167
01054,25011,Franklin County,59390376
01259,25003,Berkshire County,59376360
32934,12009,Brevard County,59372840
78746,48453,Travis County,59371566
87005,35006,Cibola County,59363467
56680,27061,Itasca County,59363187
49268,26091,Lenawee County,59354194
04475,23019,Penobscot County,59352917
07848,34037,Sussex County,59349873
68417,31131,Otoe County,59338890
62054,17061,Greene County,59329705
08092,34029,Ocean County,59321083
61864,17019,Champaign County,59320861
20685,24009,Calvert County,59317968
39745,28007,Attala County,59312901
95073,06087,Santa Cruz County,59310300
28105,37119,Mecklenburg County,59309245
01220,25003,Berkshire County,59281213
44253,39103,Medina County,59274255
46845,18003,Allen County,59253090
95650,06061,Placer County,59245025
65609,29153,Ozark County,59241894
18846,42015,Bradford County,59235711
25413,54003,Berkeley County,59223603
40170,21027,Breckinridge County,59222591
05875,50019,Orleans County,59212151
04069,23005,Cumberland County,59204522
24555,51163,Rockbridge County,59187129
14476,36073,Orleans County,59185646
47833,18021,Clay County,59184380
37891,47063,Hamblen County,59159010
38625,28139,Tippah County,59158798
29577,45051,Horry County,59152342
24501,51031,Campbell County,59139388
15935,42111,Somerset County,59093898
71662,05041,Desha County,59091579
58501,38015,Burleigh County,59068320
68307,31025,Cass County,59062424
06070,09003,Hartford County,59052061
03257,33013,Merrimack County,59030687
48438,26049,Genesee County,59006920
12059,36001,Albany County,59000710
45363,39149,Shelby County,58995931
12083,36039,Greene County,58990066
38371,47077,Henderson County,58987314
13780,36017,Chenango County,58983291
25565,54043,Lincoln County,58981434
17309,42133,York County,58968200
50051,19127,Marshall County,58959887
03838,33003,Carroll County,58955401
21915,24015,Cecil County,58945187
48042,26099,Macomb County,58937095
97737,41035,Klamath County,58932571
37118,47149,Rutherford County,58930741
23023,51097,King and Queen County,58928615
02575,25007,Dukes County,58918124
30096,13135,Gwinnett County,58916354
18635,42079,Luzerne County,58913678
46164,18013,Brown County,58889111
16410,42049,Erie County,58877968
16661,42033,Clearfield County,58873903
97067,41005,Clackamas County,58861759
33872,12055,Highlands County,58852530
98631,53049,Pacific County,58839911
63837,29069,Dunklin County,58822518
21864,24047,Worcester County,58805434
40510,21067,Fayette County,58802393
62943,17087,Johnson County,58800759
64873,29109,Lawrence County,58785916
45333,39149,Shelby County,58763162
02067,25021,Norfolk County,58754579
61442,17131,Mercer County,58752601
19567,42011,Berks County,58750516
16679,42009,Bedford County,58744261
92504,06065,Riverside County,58741850
65034,29141,Morgan County,58738329
52567,19101,Jefferson County,58733858
20874,24031,Montgomery County,58726873
92127,06073,San Diego County,58726531
26205,54067,Nicholas County,58725350
32827,12095,Orange County,58723445
00678,72115,Quebradillas Municipio,58710727
77878,48051,Burleson County,58709482
44214,39169,Wayne County,58706441
46365,18091,LaPorte County,58695330
53114,55127,Walworth County,58677822
14884,36003,Allegany County,58673650
13160,36011,Cayuga County,58669610
24817,54047,McDowell County,58652177
93434,06083,Santa Barbara County,58648500
02777,25005,Bristol County,58619914
62297,17157,Randolph County,58619042
44408,39029,Columbiana County,58618500
96128,06035,Lassen County,58617050
40291,21111,Jefferson County,58616970
92563,06065,Riverside County,58613086
45841,39063,Hancock County,58609484
50234,19127,Marshall County,58609263
26296,54083,Randolph County,58598708
56295,27023,Chippewa County,58598250
14897,36003,Allegany County,58572882
40988,21013,Bell County,58565064
30606,13059,Clarke County,58554303
24059,51161,Roanoke County,58545504
78744,48453,Travis County,58542531
15722,42021,Cambria County,58528916
87736,35033,Mora County,58512715
45014,39017,Butler County,58509226
44651,39019,Carroll County,58505662
27502,37183,Wake County,58503164
60099,17097,Lake County,58501707
89178,32003,Clark County,58488951
62426,17025,Clay County,58482224
35054,01115,St. Clair County,58480379
01463,25017,Middlesex County,58476658
31410,13051,Chatham County,58466319
13111,36011,Cayuga County,58464782
85349,04027,Yuma County,58462390
47232,18005,Bartholomew County,58458392
32578,12091,Okaloosa County,58452825
08340,34011,Cumberland County,58440958
00727,72025,Caguas Municipio,58439043
26137,54021,Gilmer County,58431834
92029,06073,San Diego County,58429161
19446,42091,Montgomery County,58428322
99653,02164,Lake and Peninsula Borough,58425291
78607,48299,Llano County,58422735
21047,24025,Harford County,58392198
06340,09011,New London County,58378372
70455,22105,Tangipahoa Parish,58374411
06019,09003,Hartford County,58367443
94533,06095,Solano County,58341730
17744,42081,Lycoming County,58333185
28273,37119,Mecklenburg County,58320681
35116,01073,Jefferson County,58320243
10567,36119,Westchester County,58316435
59026,30009,Carbon County,58309834
72517,05065,Izard County,58292852
53545,55105,Rock County,58292646
97437,41039,Lane County,58291039
63330,29163,Pike County,58283190
98585,53041,Lewis County,58278196
28344,37163,Sampson County,58265588
47161,18061,Harrison County,58264725
27616,37183,Wake County,58259447
47575,18037,Dubois County,58248782
23454,51810,Virginia Beach city,58248460
01095,25013,Hampden County,58246826
27203,37151,Randolph County,58243954
08505,34005,Burlington County,58241073
31411,13051,Chatham County,58235677
78410,48355,Nueces County,58233368
22733,51047,Culpeper County,58217309
23149,51119,Middlesex County,58215466
37188,47147,Robertson County,58189555
24220,51051,Dickenson County,58154483
54405,55073,Marathon County,58132025
98506,53067,Thurston County,58123819
95035,06085,Santa Clara County,58099919
05459,50011,Franklin County,58093034
53076,55131,Washington County,58079975
33914,12071,Lee County,58062719
03824,33017,Strafford County,58058471
14481,36051,Livingston County,58040129
29643,45073,Oconee County,58039625
80026,08013,Boulder County,58039393
54485,55067,Langlade County,58035958
28409,37129,New Hanover County,58027840
10576,36119,Westchester County,58025007
17037,42099,Perry County,58011465
60548,17037,DeKalb County,58008811
29617,45045,Greenville County,58008362
62941,17153,Pulaski County,58006341
44216,39153,Summit County,58005814
92067,06073,San Diego County,57997882
97068,41005,Clackamas County,57990369
33974,12071,Lee County,57987123
44633,39075,Holmes County,57946027
92025,06073,San Diego County,57944594
16210,42005,Armstrong County,57935721
41159,21127,Lawrence County,57934926
19403,42091,Montgomery County,57932738
40806,21095,Harlan County,57924335
16066,42019,Butler County,57924308
21132,24025,Harford County,57914032
45345,39113,Montgomery County,57909069
44264,39153,Summit County,57906557
44620,39019,Carroll County,57906086
23934,51147,Prince Edward County,57902239
71048,22027,Claiborne Parish,57894133
43341,39101,Marion County,57891043
50470,19197,Wright County,57887351
49071,26159,Van Buren County,57859124
27705,37063,Durham County,57858327
15668,42129,Westmoreland County,57853395
